"internet_compras_antes";"internet_serv_antes";"modo_compras_antes";"modo_serv_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"star_preco_antes";"star_compra_non_comercial_antes";"star_preco_entrega_antes";"star_prazo_entrega_antes";"star_entrega_agendada_antes";"star_retirada_antes";"star_devolucao_antes";"star_contato_antes";"cidade_moradia_antes";"bairro_moradia_antes";"cidade_trabalho_antes";"bairro_trabalho_antes";"internet_compras_depois";"internet_serv_depois";"modo_compras_depois";"modo_serv_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"star_preco_depois";"star_compra_non_comercial_depois";"star_preco_entrega_depois";"star_prazo_entrega_depois";"star_entrega_agendada_depois";"star_retirada_depois";"star_devolucao_depois";"star_contato_depois";"fisica_nenhuma";"internet_nenhuma";"fisica_mais";"internet_mais";"fisica_menos";"internet_menos";"fisica_dif";"internet_dif";"iso_parcial";"iso_total";"sou_risco";"moro_risco";"prof_saude";"genero";"idade";"escolaridade";"estuda";"nivel_educ";"adult_menos_60";"adult_mais_60";"jovens";"crincas";"bebes";"prof";"domi";"renda"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"5";"3";"1";"1";"2";"1";"belo horizonte";"havai";"belo horizonte";"funcionarios";"n/a";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por semana";"5";"5";"5";"5";"3";"1";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"sim";"mulher";"25";"ensino superior";"nao";NA;"3";"0";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"3";"3";"3";"3";"3";"belo horizonte";"acaiaca";"belo horizonte";"acaiaca";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"5";"5";"5";"5";"3";"3";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"29";"ensino medio";"nao";NA;"2";"0";"1";"1";"1";"autonomo(a), com cnpj";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"moto particular";"moto particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"4";"5";"3";"3";"3";"3";"3";"belo horizonte";"centro";"curvelo";"santa rita";"ate 2 vezes por semana";"eventualmente";"a pe";"a pe";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"4";"5";"3";"3";"3";"3";"3";NA;"compras pela internet";NA;NA;"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"sim";"nao";"homem";"31";"mestrado ou doutorado";"sim";"graduacao";"2";"1";"1";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 10.000 e 20.000 reais"
"entre 3 e 6 vezes por semana";"eventualmente";"automovel particular";"transporte publico";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"4";"4";"1";"5";"5";"1";"belo horizonte";"estrela do oriente";"nova lima";"jardim canada";"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"5";"5";"5";"4";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"homem";"23";"ensino medio";"sim";"graduacao";"3";"1";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"abaixo de 1.000 reais."
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"a pe";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"5";"3";"5";"3";"1";"1";"2";"1";"belo horizonte";"sao salvador";NA;NA;"nao houve necessidade de deslocamento";"nao houve necessidade de deslocamento";"n/a";"n/a";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"5";"3";"5";"3";"1";"1";"1";"2";NA;NA;NA;"compras pela internet";NA;NA;"compras em lojas fisicas";"compras pela internet";"sim";"nao";"nao";"sim";"nao";"mulher";"20";"ensino medio";"sim";"graduacao";"1";"1";"1";"0";"0";"estudante";"dependente";"entre 3.000 e 5.000 reais"
"entre 3 e 6 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"5";"4";"5";"4";"5";"4";"5";"belo horizonte";"padre eustaquio";"belo horizonte";"cachoeirinha";"eventualmente";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"nunca";"5";"5";"5";"5";"5";"5";"5";"5";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"35 anos";"ensino superior";"nao";NA;"2";"0";"0";"2";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"eventualmente";"eventualmente";"automovel particular";"transporte publico";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"2";"4";"3";"2";"4";"4";"1";"belo horizonte";"santa efigenia";"campinas";"aeroporto viracopos";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"3";"4";"4";"2";"4";"3";"5";NA;"compras pela internet";NA;NA;"compras em lojas fisicas";"compras pela internet";NA;"compras pela internet";"nao";"sim";"nao";"sim";"sim";"homem";"23";"ensino superior";"nao";NA;"2";"1";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"eventualmente";"automovel particular";"n/a";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"5";"3";"5";"1";"1";"2";"4";"4";"belo horizonte";"sao lucas";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"4";"5";"5";"5";"5";"5";"1";"belo horizonte";"caicara";"belo horizonte";"zona sul";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"1";"5";"5";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"sim";"nao";"nao";"nao";"nao";"mulher";"29";"ensino superior";"nao";NA;"4";"0";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"ate 2 vezes por semana";"sem necessidade de deslocamento";"transporte por aplicativo";"a pe";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"5";"5";"3";"4";"2";"1";"belo horizonte";"leticia";NA;NA;"eventualmente";"n/a";"transporte publico";"transporte por aplicativo";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"3";"5";"5";"5";"1";"5";"4";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"homem";"21";"ensino medio";"sim";"graduacao";"1";NA;"2";"1";NA;"estudante";"dependente";"abaixo de 1.000 reais."
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"5";"5";"3";"1";"1";"1";"1";"belo horizonte";"camargos";"belo horizonte";"savassi";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por semana";"3";"3";"5";"5";"1";"1";"1";"4";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"26";"ensino medio";"sim";"graduacao";"1";"2";NA;NA;NA;"estudante";"dependente";"entre 1.000 e 1.500 reais"
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"a pe";"a pe";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"3";"5";"3";"1";"5";"3";"1";"belo horizonte";"centro";"belo horizonte";"santa efigenia";"eventualmente";"n/a";"transporte por aplicativo";"transporte por aplicativo";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por semana";"nunca";"menos de 1 vez por mes";"5";"3";"5";"3";"3";"1";"1";"4";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"sim";"homem";"36";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"0";"0";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"a pe";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"4";"4";"4";"5";"2";"1";"4";"3";"belo horizonte";"prado";"belo horizonte";"centro";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"todos os dias";"todos os dias";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"4";"4";"4";"3";"1";"1";"4";"3";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"nao";"sim";"nao";"nao";"nao";"mulher";"24";"ensino superior";"sim";"pos-graduacao";"4";"0";"1";"0";"0";"estudante";"dependente";NA
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"3";"4";"4";"3";"4";"5";"5";"belo horizonte";"buritis";"belo horizonte";"betania";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"4";"3";"4";"5";"4";"3";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"sim";"mulher";"50";"ensino superior";"nao";NA;"05";NA;"03";NA;NA;"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"eventualmente";"sem necessidade de deslocamento";"transporte por aplicativo";"n/a";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"1";NA;"1";"1";"1";"1";"1";"1";"belo horizonte";"belmonte";"bh";"belmonte";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"n/a";"a pe";"n/a";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"3";"5";"5";"1";"5";"5";"3";"belo horizonte";"padre eustaquio";NA;NA;"eventualmente";"n/a";"a pe";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"nunca";"5";"2";"5";"5";"2";"1";"5";"5";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"mulher";"18";"ensino medio";"sim";"graduacao";"3";"2";"2";"0";"0";"estudante";"dependente";NA
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"5";"1";"1";"3";"3";"5";"1";"belo horizonte";"marajo";"belo horizonte";"marajo";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"4";"4";"3";"3";"3";"1";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"mulher";"32";"ensino superior";"sim";"pos-graduacao";"2";NA;NA;"1";NA;"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"sem necessidade de deslocamento";"automovel particular";"automovel particular";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"4";"4";"5";"5";"2";"1";"belo horizonte";"caicara";"belo horizonte";"serra verde";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"1";"4";"4";"1";"1";"1";"1";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"homem";"23";"ensino medio";"sim";"graduacao";"2";"1";"1";NA;NA;"estudante";"contribui para a renda familiar";"entre 1.000 e 1.500 reais"
"eventualmente";"eventualmente";"transporte publico";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"5";"5";"3";"3";"2";"5";"3";"belo horizonte";"alipio de melo";NA;NA;"eventualmente";"n/a";"automovel particular";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"5";"5";"5";"2";"1";"5";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"sim";"nao";"mulher";"30";"mestrado ou doutorado";"sim";"graduacao";"3";NA;NA;NA;NA;"estudante";"dependente";NA
"eventualmente";"ate 2 vezes por semana";"transporte por aplicativo";"transporte por aplicativo";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"1";"4";"3";"1";"4";"1";"1";"belo horizonte";"cidade nova";"belo horizonte";"santa efigenia";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"transporte por aplicativo";"transporte por aplicativo";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"4";"1";"4";"3";"1";"1";"1";"2";NA;"compras pela internet";NA;NA;"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"sim";"nao";"mulher";"29";"ensino superior";"nao";NA;"2";"1";NA;NA;NA;"autonomo(a), com cnpj";"dependente";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"5";"5";"3";"3";"2";"3";"belo horizonte";"santa efigenia";"belo horizonte";"alto dos pinheiros";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"3";"5";"4";"3";"1";"1";"2";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"nao";"nao";"nao";"sim";"nao";"mulher";"22";"ensino medio";"sim";"graduacao";"1";"1";"2";NA;NA;"empregado(a), trabalhando em empresa privada";"dependente";"abaixo de 1.000 reais."
"eventualmente";"eventualmente";"automovel particular";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"4";"4";"3";"3";"3";"3";"1";"1";"belo horizonte";"milionarios";"betim";"centro";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"2";"2";"2";"2";"2";"2";"2";"2";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"sim";"mulher";"27";"ensino superior";"sim";"curso tecnico";"2";NA;NA;"1";NA;"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"eventualmente";"a pe";"a pe";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"5";"5";"1";"belo horizonte";"nova suissa";"belo horizonte";"santa efigenia";"eventualmente";"n/a";"a pe";"n/a";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"2";"5";"5";"2";"1";"5";"4";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"38";"ensino superior";"sim";"graduacao";"2";"0";"1";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 1.000 e 1.500 reais"
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"4";"2";"5";"3";"3";"3";"4";"3";"belo horizonte";"milionarios";NA;NA;"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"5";"3";"3";"3";"5";"3";NA;"compras pela internet";NA;NA;"compras em lojas fisicas";NA;NA;NA;"sim";"nao";"sim";"sim";"nao";"mulher";"30";"pos-graduacao (especializacao)";"sim";"pos-graduacao";"2";"0";"0";"0";"0";"autonomo(a), sem cnpj";"contribui para a renda familiar";"entre 3.000 e 5.000 reais"
